"","name","id","align","eye","hair","sex","gsm","alive","appearances","year"
"239","donald blake (earth-616)","no dual identity","good characters","blue eyes","blond hair","male characters","heterosexual characters","living characters",170,"1962"
"240","hela (earth-616)","secret identity","bad characters","green eyes","black hair","female characters","heterosexual characters","deceased characters",170,"1964"
"241","lilandra neramani (earth-616)","no dual identity","good characters","orange eyes","black hair","female characters","heterosexual characters","deceased characters",170,"1976"
"242","henry gyrich (earth-616)","no dual identity","bad characters","green eyes","red hair","male characters","heterosexual characters","living characters",170,"1977"
"243","dwayne taylor (earth-616)","secret identity","good characters","brown eyes","black hair","male characters","heterosexual characters","deceased characters",169,"1989"
"244","harold hogan (earth-616)","no dual identity","good characters","brown eyes","brown hair","male characters","heterosexual characters","deceased characters",166,"1963"
"245","redwing (earth-616)","public identity","","yellow eyes","","male characters","heterosexual characters","living characters",165,"1969"
"246","christopher powell (earth-616)","secret identity","good characters","brown eyes","brown hair","male characters","heterosexual characters","living characters",165,"1991"
"247","harvey elder (earth-616)","secret identity","bad characters","brown eyes","grey hair","male characters","heterosexual characters","living characters",164,"1961"
"248","wolfgang von strucker (earth-616)","public identity","bad characters","blue eyes","bald","male characters","heterosexual characters","deceased characters",164,"1964"
"249","dirk garthwaite (earth-616)","secret identity","bad characters","blue eyes","brown hair","male characters","heterosexual characters","living characters",164,"1968"
"250","pip gofern (earth-616)","secret identity","good characters","green eyes","red hair","male characters","heterosexual characters","living characters",163,"1975"
"251","tony masters (earth-616)","secret identity","neutral characters","brown eyes","brown hair","male characters","heterosexual characters","living characters",163,"1980"
"252","david lieberman (earth-616)","secret identity","neutral characters","green eyes","brown hair","male characters","heterosexual characters","deceased characters",163,"1987"
"253","james hudson (earth-616)","secret identity","good characters","brown eyes","black hair","male characters","heterosexual characters","living characters",161,"1978"
"254","miles warren (earth-616)","secret identity","bad characters","green eyes","no hair","male characters","heterosexual characters","living characters",160,"1965"
"255","kallark (earth-616)","public identity","neutral characters","blue eyes","blue hair","male characters","heterosexual characters","living characters",160,"1977"
"256","en sabah nur (earth-616)","public identity","bad characters","red eyes","black hair","male characters","heterosexual characters","deceased characters",160,"1986"
"257","shiro yoshida (earth-616)","public identity","good characters","black eyes","black hair","male characters","heterosexual characters","living characters",158,"1970"
"258","silver sablinova (earth-616)","secret identity","good characters","blue eyes","silver hair","female characters","heterosexual characters","deceased characters",158,"1985"
"259","elvin haliday (earth-616)","secret identity","good characters","brown eyes","bald","male characters","heterosexual characters","living characters",158,"1990"
"260","james bradley (earth-616)","secret identity","good characters","blue eyes","black hair","male characters","heterosexual characters","living characters",158,"need to drop"
"261","calvin zabo (earth-616)","secret identity","bad characters","brown eyes","brown hair","male characters","heterosexual characters","living characters",157,"1963"
"262","frederick myers (earth-616)","secret identity","bad characters","brown eyes","brown hair","male characters","heterosexual characters","living characters",157,"1966"
"263","mantis (earth-616)","secret identity","good characters","green eyes","black hair","female characters","heterosexual characters","living characters",156,"1973"
"264","marlene alraune (earth-616)","no dual identity","good characters","blue eyes","blond hair","female characters","heterosexual characters","living characters",156,"1976"
